<TICKER>,<DATE>,<TIME>,<OPEN>,<LOW>,<HIGH>,<CLOSE>
USDCHF,20021205,00:00:00,1.4712,1.4692,1.4758,1.4711
USDCHF,20021206,00:00:00,1.4710,1.4530,1.4713,1.4571
USDCHF,20021209,00:00:00,1.4566,1.4534,1.4631,1.4570
USDCHF,20021210,00:00:00,1.4571,1.4532,1.4625,1.4620
USDCHF,20021211,00:00:00,1.4619,1.4591,1.4645,1.4615
USDCHF,20021212,00:00:00,1.4616,1.4475,1.4629,1.4497
USDCHF,20021213,00:00:00,1.4498,1.4390,1.4517,1.4441
USDCHF,20021216,00:00:00,1.4429,1.4405,1.4478,1.4424
USDCHF,20021217,00:00:00,1.4424,1.4251,1.4443,1.4288
USDCHF,20021218,00:00:00,1.4287,1.4217,1.4325,1.4218
USDCHF,20021219,00:00:00,1.4219,1.4214,1.4324,1.4235
USDCHF,20021220,00:00:00,1.4236,1.4222,1.4276,1.4240
USDCHF,20021223,00:00:00,1.4244,1.4134,1.4248,1.4177
USDCHF,20021224,00:00:00,1.4179,1.4052,1.4194,1.4086
USDCHF,20021226,00:00:00,1.4054,1.4007,1.4069,1.4021
USDCHF,20021227,00:00:00,1.4021,1.3893,1.4038,1.3902
USDCHF,20021230,00:00:00,1.3936,1.3853,1.3962,1.3875
USDCHF,20021231,00:00:00,1.3875,1.3809,1.3924,1.3813
USDCHF,20030102,00:00:00,1.3848,1.3834,1.4046,1.4021
USDCHF,20030103,00:00:00,1.4021,1.3944,1.4063,1.3989
USDCHF,20030106,00:00:00,1.3981,1.3875,1.3983,1.3944
USDCHF,20030107,00:00:00,1.3945,1.3936,1.4024,1.4003
USDCHF,20030108,00:00:00,1.4002,1.3822,1.4082,1.3867
USDCHF,20030109,00:00:00,1.3866,1.3832,1.3947,1.3919
USDCHF,20030110,00:00:00,1.3920,1.3785,1.3940,1.3796
USDCHF,20030113,00:00:00,1.3792,1.3786,1.3877,1.3864
USDCHF,20030114,00:00:00,1.3864,1.3790,1.3865,1.3860
USDCHF,20030115,00:00:00,1.3859,1.3803,1.3929,1.3846
USDCHF,20030116,00:00:00,1.3845,1.3725,1.3861,1.3748
USDCHF,20030117,00:00:00,1.3747,1.3663,1.3755,1.3687
USDCHF,20030120,00:00:00,1.3703,1.3669,1.3733,1.3670
USDCHF,20030121,00:00:00,1.3671,1.3607,1.3739,1.3631
USDCHF,20030122,00:00:00,1.3630,1.3610,1.3683,1.3640
USDCHF,20030123,00:00:00,1.3640,1.3572,1.3666,1.3627
USDCHF,20030124,00:00:00,1.3627,1.3502,1.3629,1.3518
USDCHF,20030127,00:00:00,1.3521,1.3458,1.3602,1.3532
USDCHF,20030128,00:00:00,1.3532,1.3532,1.3622,1.3562
USDCHF,20030129,00:00:00,1.3562,1.3474,1.3595,1.3570
USDCHF,20030130,00:00:00,1.3571,1.3549,1.3697,1.3553
USDCHF,20030131,00:00:00,1.3552,1.3539,1.3692,1.3637
USDCHF,20030203,00:00:00,1.3610,1.3576,1.3734,1.3596
USDCHF,20030204,00:00:00,1.3597,1.3433,1.3620,1.3463
USDCHF,20030205,00:00:00,1.3464,1.3402,1.3667,1.3601
USDCHF,20030206,00:00:00,1.3602,1.3485,1.3611,1.3536
USDCHF,20030207,00:00:00,1.3536,1.3530,1.3665,1.3542
USDCHF,20030210,00:00:00,1.3554,1.3540,1.3696,1.3687
USDCHF,20030211,00:00:00,1.3688,1.3627,1.3749,1.3668
USDCHF,20030212,00:00:00,1.3668,1.3620,1.3724,1.3713
USDCHF,20030213,00:00:00,1.3713,1.3519,1.3719,1.3539
USDCHF,20030214,00:00:00,1.3538,1.3524,1.3653,1.3619
USDCHF,20030217,00:00:00,1.3652,1.3646,1.3792,1.3722
USDCHF,20030218,00:00:00,1.3721,1.3654,1.3773,1.3759
USDCHF,20030219,00:00:00,1.3760,1.3657,1.3783,1.3672
USDCHF,20030220,00:00:00,1.3672,1.3550,1.3682,1.3566
USDCHF,20030221,00:00:00,1.3565,1.3519,1.3667,1.3650
USDCHF,20030224,00:00:00,1.3710,1.3551,1.3731,1.3570
USDCHF,20030225,00:00:00,1.3571,1.3491,1.3610,1.3579
USDCHF,20030226,00:00:00,1.3579,1.3529,1.3617,1.3550
USDCHF,20030227,00:00:00,1.3551,1.3498,1.3639,1.3609
USDCHF,20030228,00:00:00,1.3610,1.3509,1.3624,1.3524
USDCHF,20030303,00:00:00,1.3556,1.3358,1.3572,1.3377
USDCHF,20030304,00:00:00,1.3376,1.3303,1.3403,1.3317
USDCHF,20030305,00:00:00,1.3316,1.3259,1.3325,1.3300
USDCHF,20030306,00:00:00,1.3300,1.3286,1.3365,1.3350
USDCHF,20030307,00:00:00,1.3350,1.3241,1.3387,1.3355
USDCHF,20030310,00:00:00,1.3352,1.3238,1.3352,1.3256
USDCHF,20030311,00:00:00,1.3257,1.3228,1.3321,1.3282
USDCHF,20030312,00:00:00,1.3283,1.3262,1.3361,1.3359
USDCHF,20030313,00:00:00,1.3358,1.3354,1.3641,1.3593
USDCHF,20030314,00:00:00,1.3594,1.3562,1.3733,1.3659
USDCHF,20030317,00:00:00,1.3599,1.3522,1.3868,1.3820
USDCHF,20030318,00:00:00,1.3821,1.3778,1.3933,1.3815
USDCHF,20030319,00:00:00,1.3815,1.3809,1.3945,1.3925
USDCHF,20030320,00:00:00,1.3924,1.3782,1.3967,1.3868
USDCHF,20030321,00:00:00,1.3868,1.3868,1.4048,1.4024
USDCHF,20030324,00:00:00,1.3927,1.3803,1.3948,1.3832
USDCHF,20030325,00:00:00,1.3833,1.3734,1.3844,1.3823
USDCHF,20030326,00:00:00,1.3824,1.3769,1.3879,1.3804
USDCHF,20030327,00:00:00,1.3804,1.3768,1.3852,1.3822
USDCHF,20030328,00:00:00,1.3821,1.3659,1.3849,1.3695
USDCHF,20030331,00:00:00,1.3678,1.3490,1.3684,1.3504
USDCHF,20030401,00:00:00,1.3505,1.3502,1.3591,1.3527
USDCHF,20030402,00:00:00,1.3526,1.3487,1.3809,1.3792
USDCHF,20030403,00:00:00,1.3791,1.3750,1.3900,1.3780
USDCHF,20030404,00:00:00,1.3779,1.3767,1.3904,1.3857
USDCHF,20030407,00:00:00,1.3938,1.3868,1.4080,1.3882
USDCHF,20030408,00:00:00,1.3883,1.3847,1.3962,1.3860
USDCHF,20030409,00:00:00,1.3864,1.3783,1.3926,1.3793
USDCHF,20030410,00:00:00,1.3794,1.3764,1.3883,1.3871
USDCHF,20030411,00:00:00,1.3870,1.3860,1.4002,1.3923
USDCHF,20030414,00:00:00,1.3937,1.3836,1.3969,1.3895
USDCHF,20030415,00:00:00,1.3896,1.3875,1.3964,1.3897
USDCHF,20030416,00:00:00,1.3911,1.3692,1.3939,1.3715
USDCHF,20030417,00:00:00,1.3714,1.3634,1.3819,1.3803
USDCHF,20030418,00:00:00,1.3802,1.3781,1.3817,1.3810
USDCHF,20030421,00:00:00,1.3787,1.3772,1.3929,1.3886
USDCHF,20030422,00:00:00,1.3885,1.3681,1.3901,1.3701
USDCHF,20030423,00:00:00,1.3702,1.3702,1.3792,1.3755
USDCHF,20030424,00:00:00,1.3753,1.3573,1.3766,1.3610
USDCHF,20030425,00:00:00,1.3609,1.3595,1.3708,1.3609
USDCHF,20030428,00:00:00,1.3601,1.3563,1.3720,1.3709
USDCHF,20030429,00:00:00,1.3711,1.3606,1.3776,1.3616
USDCHF,20030430,00:00:00,1.3617,1.3529,1.3631,1.3547
USDCHF,20030501,00:00:00,1.3546,1.3381,1.3588,1.3446
USDCHF,20030502,00:00:00,1.3445,1.3387,1.3504,1.3441
USDCHF,20030505,00:00:00,1.3447,1.3411,1.3492,1.3420
USDCHF,20030506,00:00:00,1.3421,1.3217,1.3438,1.3238
USDCHF,20030507,00:00:00,1.3239,1.3205,1.3310,1.3243
USDCHF,20030508,00:00:00,1.3242,1.3087,1.3297,1.3137
USDCHF,20030509,00:00:00,1.3138,1.3076,1.3181,1.3126
USDCHF,20030512,00:00:00,1.3094,1.3009,1.3128,1.3102
USDCHF,20030513,00:00:00,1.3101,1.3099,1.3195,1.3126
USDCHF,20030514,00:00:00,1.3127,1.3116,1.3216,1.3192
USDCHF,20030515,00:00:00,1.3191,1.3106,1.3261,1.3249
USDCHF,20030516,00:00:00,1.3248,1.3055,1.3248,1.3069
USDCHF,20030519,00:00:00,1.2963,1.2893,1.3012,1.2976
USDCHF,20030520,00:00:00,1.2975,1.2898,1.3033,1.2905
USDCHF,20030521,00:00:00,1.2904,1.2842,1.3006,1.2993
USDCHF,20030522,00:00:00,1.2992,1.2888,1.3019,1.2956
USDCHF,20030523,00:00:00,1.2955,1.2869,1.3025,1.2882
USDCHF,20030526,00:00:00,1.2898,1.2861,1.2921,1.2876
USDCHF,20030527,00:00:00,1.2877,1.2781,1.2914,1.2874
USDCHF,20030528,00:00:00,1.2873,1.2849,1.3013,1.2971
USDCHF,20030529,00:00:00,1.2970,1.2827,1.3065,1.2834
USDCHF,20030530,00:00:00,1.2835,1.2825,1.3030,1.2998
USDCHF,20030602,00:00:00,1.3049,1.2943,1.3102,1.2986
USDCHF,20030603,00:00:00,1.2987,1.2984,1.3141,1.3095
USDCHF,20030604,00:00:00,1.3094,1.3076,1.3195,1.3184
USDCHF,20030605,00:00:00,1.3185,1.2954,1.3214,1.2998
USDCHF,20030606,00:00:00,1.2999,1.2993,1.3249,1.3193
USDCHF,20030609,00:00:00,1.3189,1.3053,1.3254,1.3153
USDCHF,20030610,00:00:00,1.3153,1.3111,1.3203,1.3173
USDCHF,20030611,00:00:00,1.3173,1.3041,1.3174,1.3079
USDCHF,20030612,00:00:00,1.3080,1.3011,1.3152,1.3105
USDCHF,20030613,00:00:00,1.3106,1.2953,1.3187,1.2984
USDCHF,20030616,00:00:00,1.2969,1.2937,1.3059,1.3056
USDCHF,20030617,00:00:00,1.3057,1.3000,1.3093,1.3091
USDCHF,20030618,00:00:00,1.3092,1.3067,1.3261,1.3232
USDCHF,20030619,00:00:00,1.3231,1.3112,1.3369,1.3147
USDCHF,20030620,00:00:00,1.3146,1.3145,1.3370,1.3287
USDCHF,20030623,00:00:00,1.3312,1.3211,1.3346,1.3237
USDCHF,20030624,00:00:00,1.3238,1.3206,1.3329,1.3283
USDCHF,20030625,00:00:00,1.3284,1.3217,1.3314,1.3286
USDCHF,20030626,00:00:00,1.3285,1.3277,1.3523,1.3516
USDCHF,20030627,00:00:00,1.3515,1.3467,1.3565,1.3498
USDCHF,20030630,00:00:00,1.3499,1.3485,1.3610,1.3498
USDCHF,20030701,00:00:00,1.3497,1.3366,1.3536,1.3421
USDCHF,20030702,00:00:00,1.3422,1.3415,1.3490,1.3452
USDCHF,20030703,00:00:00,1.3452,1.3405,1.3553,1.3487
USDCHF,20030704,00:00:00,1.3487,1.3465,1.3529,1.3483
USDCHF,20030707,00:00:00,1.3489,1.3488,1.3737,1.3734
USDCHF,20030708,00:00:00,1.3733,1.3666,1.3787,1.3684
USDCHF,20030709,00:00:00,1.3683,1.3581,1.3702,1.3595
USDCHF,20030710,00:00:00,1.3596,1.3538,1.3688,1.3607
USDCHF,20030711,00:00:00,1.3608,1.3608,1.3747,1.3744
USDCHF,20030714,00:00:00,1.3761,1.3711,1.3814,1.3730
USDCHF,20030715,00:00:00,1.3731,1.3680,1.3869,1.3852
USDCHF,20030716,00:00:00,1.3853,1.3733,1.3941,1.3749
USDCHF,20030717,00:00:00,1.3750,1.3642,1.3789,1.3693
USDCHF,20030718,00:00:00,1.3692,1.3573,1.3762,1.3621
USDCHF,20030721,00:00:00,1.3629,1.3522,1.3655,1.3534
USDCHF,20030722,00:00:00,1.3535,1.3535,1.3639,1.3609
USDCHF,20030723,00:00:00,1.3610,1.3444,1.3634,1.3460
USDCHF,20030724,00:00:00,1.3461,1.3440,1.3548,1.3467
USDCHF,20030725,00:00:00,1.3467,1.3371,1.3523,1.3442
USDCHF,20030728,00:00:00,1.3456,1.3429,1.3525,1.3464
USDCHF,20030729,00:00:00,1.3465,1.3402,1.3533,1.3521
USDCHF,20030730,00:00:00,1.3521,1.3505,1.3665,1.3638
USDCHF,20030731,00:00:00,1.3637,1.3618,1.3764,1.3695
USDCHF,20030801,00:00:00,1.3695,1.3615,1.3801,1.3647
USDCHF,20030804,00:00:00,1.3631,1.3446,1.3657,1.3474
USDCHF,20030805,00:00:00,1.3475,1.3458,1.3576,1.3472
USDCHF,20030806,00:00:00,1.3473,1.3406,1.3543,1.3528
USDCHF,20030807,00:00:00,1.3528,1.3461,1.3558,1.3501
USDCHF,20030808,00:00:00,1.3500,1.3490,1.3622,1.3601
USDCHF,20030811,00:00:00,1.3599,1.3545,1.3653,1.3574
USDCHF,20030812,00:00:00,1.3574,1.3544,1.3693,1.3684
USDCHF,20030813,00:00:00,1.3684,1.3632,1.3754,1.3665
USDCHF,20030814,00:00:00,1.3664,1.3636,1.3750,1.3694
USDCHF,20030815,00:00:00,1.3695,1.3669,1.3728,1.3717
USDCHF,20030818,00:00:00,1.3708,1.3704,1.3937,1.3888
USDCHF,20030819,00:00:00,1.3888,1.3860,1.4011,1.3874
USDCHF,20030820,00:00:00,1.3874,1.3848,1.3936,1.3872
USDCHF,20030821,00:00:00,1.3873,1.3857,1.4159,1.4127
USDCHF,20030822,00:00:00,1.4128,1.4089,1.4233,1.4160
USDCHF,20030825,00:00:00,1.4184,1.4113,1.4203,1.4184
USDCHF,20030826,00:00:00,1.4183,1.4061,1.4274,1.4125
USDCHF,20030827,00:00:00,1.4124,1.4054,1.4158,1.4148
USDCHF,20030828,00:00:00,1.4149,1.4103,1.4244,1.4144
USDCHF,20030829,00:00:00,1.4144,1.3984,1.4149,1.3991
USDCHF,20030901,00:00:00,1.3999,1.3971,1.4026,1.4011
USDCHF,20030902,00:00:00,1.4010,1.4009,1.4191,1.4186
USDCHF,20030903,00:00:00,1.4185,1.4102,1.4237,1.4153
USDCHF,20030904,00:00:00,1.4154,1.4037,1.4230,1.4056
USDCHF,20030905,00:00:00,1.4055,1.3826,1.4110,1.3829
USDCHF,20030908,00:00:00,1.3829,1.3829,1.3922,1.3908
USDCHF,20030909,00:00:00,1.3907,1.3751,1.3941,1.3782
USDCHF,20030910,00:00:00,1.3783,1.3775,1.3881,1.3837
USDCHF,20030911,00:00:00,1.3837,1.3775,1.3900,1.3839
USDCHF,20030912,00:00:00,1.3840,1.3735,1.3959,1.3789
USDCHF,20030915,00:00:00,1.3804,1.3756,1.3847,1.3797
USDCHF,20030916,00:00:00,1.3796,1.3764,1.3937,1.3902
USDCHF,20030917,00:00:00,1.3902,1.3744,1.3942,1.3791
USDCHF,20030918,00:00:00,1.3792,1.3744,1.3870,1.3857
USDCHF,20030919,00:00:00,1.3856,1.3651,1.3864,1.3669
USDCHF,20030922,00:00:00,1.3604,1.3502,1.3631,1.3545
USDCHF,20030923,00:00:00,1.3544,1.3461,1.3597,1.3590
USDCHF,20030924,00:00:00,1.3591,1.3487,1.3597,1.3508
USDCHF,20030925,00:00:00,1.3508,1.3411,1.3536,1.3447
USDCHF,20030926,00:00:00,1.3446,1.3408,1.3487,1.3428
USDCHF,20030929,00:00:00,1.3452,1.3200,1.3521,1.3224
USDCHF,20030930,00:00:00,1.3225,1.3096,1.3287,1.3190
USDCHF,20031001,00:00:00,1.3191,1.3116,1.3225,1.3124
USDCHF,20031002,00:00:00,1.3123,1.3107,1.3214,1.3180
USDCHF,20031003,00:00:00,1.3181,1.3122,1.3387,1.3360
USDCHF,20031006,00:00:00,1.3357,1.3177,1.3388,1.3197
USDCHF,20031007,00:00:00,1.3195,1.3107,1.3213,1.3147
USDCHF,20031008,00:00:00,1.3150,1.3059,1.3161,1.3110
USDCHF,20031009,00:00:00,1.3109,1.3049,1.3243,1.3176
USDCHF,20031010,00:00:00,1.3175,1.3061,1.3221,1.3118
USDCHF,20031013,00:00:00,1.3112,1.3103,1.3272,1.3213
USDCHF,20031014,00:00:00,1.3214,1.3131,1.3353,1.3164
USDCHF,20031015,00:00:00,1.3166,1.3153,1.3343,1.3319
USDCHF,20031016,00:00:00,1.3318,1.3222,1.3374,1.3339
USDCHF,20031017,00:00:00,1.3339,1.3268,1.3444,1.3280
USDCHF,20031020,00:00:00,1.3258,1.3249,1.3374,1.3336
USDCHF,20031021,00:00:00,1.3336,1.3264,1.3368,1.3301
USDCHF,20031022,00:00:00,1.3302,1.3111,1.3321,1.3126
USDCHF,20031023,00:00:00,1.3125,1.3042,1.3166,1.3124
USDCHF,20031024,00:00:00,1.3124,1.3028,1.3154,1.3100
USDCHF,20031027,00:00:00,1.3141,1.3126,1.3191,1.3179
USDCHF,20031028,00:00:00,1.3179,1.3177,1.3319,1.3302
USDCHF,20031029,00:00:00,1.3302,1.3218,1.3321,1.3304
USDCHF,20031030,00:00:00,1.3305,1.3175,1.3347,1.3329
USDCHF,20031031,00:00:00,1.3330,1.3302,1.3422,1.3403
USDCHF,20031103,00:00:00,1.3394,1.3365,1.3641,1.3590
USDCHF,20031104,00:00:00,1.3591,1.3573,1.3654,1.3618
USDCHF,20031105,00:00:00,1.3616,1.3608,1.3723,1.3690
USDCHF,20031106,00:00:00,1.3693,1.3660,1.3778,1.3774
USDCHF,20031107,00:00:00,1.3776,1.3603,1.3801,1.3617
USDCHF,20031110,00:00:00,1.3663,1.3629,1.3719,1.3719
USDCHF,20031111,00:00:00,1.3718,1.3586,1.3748,1.3617
USDCHF,20031112,00:00:00,1.3618,1.3451,1.3626,1.3513
USDCHF,20031113,00:00:00,1.3514,1.3349,1.3514,1.3362
USDCHF,20031114,00:00:00,1.3362,1.3259,1.3369,1.3266
USDCHF,20031117,00:00:00,1.3217,1.3171,1.3271,1.3248
USDCHF,20031118,00:00:00,1.3246,1.2910,1.3263,1.2923
USDCHF,20031119,00:00:00,1.2924,1.2917,1.3089,1.3073
USDCHF,20031120,00:00:00,1.3073,1.2930,1.3081,1.2993
USDCHF,20031121,00:00:00,1.2995,1.2945,1.3042,1.2979
USDCHF,20031124,00:00:00,1.2985,1.2973,1.3209,1.3195
USDCHF,20031125,00:00:00,1.3194,1.3144,1.3215,1.3169
USDCHF,20031126,00:00:00,1.3170,1.2915,1.3195,1.2937
USDCHF,20031127,00:00:00,1.2937,1.2928,1.3024,1.2994
USDCHF,20031128,00:00:00,1.2994,1.2876,1.3002,1.2910
USDCHF,20031201,00:00:00,1.2927,1.2863,1.3008,1.2973
USDCHF,20031202,00:00:00,1.2975,1.2845,1.3035,1.2850
USDCHF,20031203,00:00:00,1.2849,1.2820,1.2909,1.2853
USDCHF,20031204,00:00:00,1.2852,1.2800,1.2955,1.2879
USDCHF,20031205,00:00:00,1.2879,1.2730,1.2913,1.2742
USDCHF,20031208,00:00:00,1.2740,1.2629,1.2779,1.2667
USDCHF,20031209,00:00:00,1.2664,1.2595,1.2700,1.2628
USDCHF,20031210,00:00:00,1.2627,1.2600,1.2738,1.2672
USDCHF,20031211,00:00:00,1.2675,1.2665,1.2814,1.2683
USDCHF,20031212,00:00:00,1.2682,1.2592,1.2710,1.2614
USDCHF,20031215,00:00:00,1.2808,1.2593,1.2808,1.2606
USDCHF,20031216,00:00:00,1.2608,1.2563,1.2631,1.2589
USDCHF,20031217,00:00:00,1.2590,1.2511,1.2632,1.2543
USDCHF,20031218,00:00:00,1.2544,1.2481,1.2586,1.2502
USDCHF,20031219,00:00:00,1.2502,1.2494,1.2601,1.2553
USDCHF,20031222,00:00:00,1.2543,1.2494,1.2585,1.2563
USDCHF,20031223,00:00:00,1.2564,1.2542,1.2597,1.2560
USDCHF,20031224,00:00:00,1.2562,1.2450,1.2575,1.2458
USDCHF,20031226,00:00:00,1.2477,1.2461,1.2544,1.2537
USDCHF,20031229,00:00:00,1.2524,1.2459,1.2547,1.2485
USDCHF,20031230,00:00:00,1.2487,1.2406,1.2499,1.2424
USDCHF,20031231,00:00:00,1.2424,1.2307,1.2429,1.2375
USDCHF,20040102,00:00:00,1.2417,1.2344,1.2454,1.2379
USDCHF,20040105,00:00:00,1.2367,1.2282,1.2367,1.2326
USDCHF,20040106,00:00:00,1.2326,1.2240,1.2333,1.2318
USDCHF,20040107,00:00:00,1.2319,1.2304,1.2411,1.2405
USDCHF,20040108,00:00:00,1.2405,1.2240,1.2484,1.2249
USDCHF,20040109,00:00:00,1.2248,1.2163,1.2334,1.2198
USDCHF,20040112,00:00:00,1.2197,1.2139,1.2295,1.2291
USDCHF,20040113,00:00:00,1.2290,1.2206,1.2302,1.2216
USDCHF,20040114,00:00:00,1.2217,1.2193,1.2353,1.2328
USDCHF,20040115,00:00:00,1.2328,1.2305,1.2467,1.2440
USDCHF,20040116,00:00:00,1.2438,1.2424,1.2695,1.2677
USDCHF,20040119,00:00:00,1.2665,1.2629,1.2723,1.2700
USDCHF,20040120,00:00:00,1.2700,1.2451,1.2711,1.2452
USDCHF,20040121,00:00:00,1.2453,1.2386,1.2506,1.2398
USDCHF,20040122,00:00:00,1.2398,1.2298,1.2412,1.2309
USDCHF,20040123,00:00:00,1.2310,1.2272,1.2465,1.2421
USDCHF,20040126,00:00:00,1.2424,1.2404,1.2579,1.2563
USDCHF,20040127,00:00:00,1.2564,1.2374,1.2589,1.2394
USDCHF,20040128,00:00:00,1.2396,1.2391,1.2606,1.2593
USDCHF,20040129,00:00:00,1.2592,1.2479,1.2637,1.2591
USDCHF,20040130,00:00:00,1.2592,1.2515,1.2660,1.2570
USDCHF,20040202,00:00:00,1.2558,1.2557,1.2658,1.2595
USDCHF,20040203,00:00:00,1.2594,1.2428,1.2628,1.2485
USDCHF,20040204,00:00:00,1.2485,1.2476,1.2550,1.2502
USDCHF,20040205,00:00:00,1.2503,1.2400,1.2517,1.2493
USDCHF,20040206,00:00:00,1.2493,1.2305,1.2547,1.2339
USDCHF,20040209,00:00:00,1.2423,1.2292,1.2432,1.2354
USDCHF,20040210,00:00:00,1.2354,1.2258,1.2385,1.2373
USDCHF,20040211,00:00:00,1.2374,1.2275,1.2429,1.2279
USDCHF,20040212,00:00:00,1.2279,1.2268,1.2328,1.2291
USDCHF,20040213,00:00:00,1.2291,1.2235,1.2407,1.2379
USDCHF,20040216,00:00:00,1.2386,1.2316,1.2394,1.2340
USDCHF,20040217,00:00:00,1.2341,1.2223,1.2344,1.2255
USDCHF,20040218,00:00:00,1.2265,1.2183,1.2440,1.2402
USDCHF,20040219,00:00:00,1.2405,1.2362,1.2463,1.2368
USDCHF,20040220,00:00:00,1.2369,1.2337,1.2643,1.2602
USDCHF,20040223,00:00:00,1.2612,1.2532,1.2666,1.2545
USDCHF,20040224,00:00:00,1.2545,1.2376,1.2598,1.2414
USDCHF,20040225,00:00:00,1.2413,1.2389,1.2621,1.2598
USDCHF,20040226,00:00:00,1.2599,1.2573,1.2712,1.2668
USDCHF,20040227,00:00:00,1.2668,1.2601,1.2758,1.2618
USDCHF,20040301,00:00:00,1.2625,1.2563,1.2703,1.2671
USDCHF,20040302,00:00:00,1.2671,1.2671,1.2985,1.2956
USDCHF,20040303,00:00:00,1.2956,1.2908,1.3073,1.2933
USDCHF,20040304,00:00:00,1.2933,1.2892,1.3009,1.2932
USDCHF,20040305,00:00:00,1.2933,1.2676,1.2961,1.2757
USDCHF,20040308,00:00:00,1.2770,1.2734,1.2810,1.2746
USDCHF,20040309,00:00:00,1.2742,1.2673,1.2856,1.2820
USDCHF,20040310,00:00:00,1.2823,1.2775,1.2921,1.2880
USDCHF,20040311,00:00:00,1.2879,1.2624,1.2922,1.2668
USDCHF,20040312,00:00:00,1.2665,1.2650,1.2877,1.2830
USDCHF,20040315,00:00:00,1.2804,1.2700,1.2827,1.2756
USDCHF,20040316,00:00:00,1.2755,1.2660,1.2818,1.2776
USDCHF,20040317,00:00:00,1.2775,1.2735,1.2856,1.2776
USDCHF,20040318,00:00:00,1.2776,1.2526,1.2784,1.2571
USDCHF,20040319,00:00:00,1.2568,1.2557,1.2736,1.2696
USDCHF,20040322,00:00:00,1.2706,1.2535,1.2758,1.2561
USDCHF,20040323,00:00:00,1.2560,1.2517,1.2651,1.2561
USDCHF,20040324,00:00:00,1.2560,1.2544,1.2785,1.2777
USDCHF,20040325,00:00:00,1.2780,1.2725,1.2822,1.2817
USDCHF,20040326,00:00:00,1.2818,1.2740,1.2890,1.2845
USDCHF,20040329,00:00:00,1.2850,1.2815,1.2909,1.2839
USDCHF,20040330,00:00:00,1.2840,1.2753,1.2848,1.2816
USDCHF,20040331,00:00:00,1.2816,1.2625,1.2819,1.2654
USDCHF,20040401,00:00:00,1.2655,1.2598,1.2709,1.2630
USDCHF,20040402,00:00:00,1.2630,1.2621,1.2931,1.2905
USDCHF,20040405,00:00:00,1.2920,1.2904,1.3078,1.3053
USDCHF,20040406,00:00:00,1.3051,1.2848,1.3073,1.2849
USDCHF,20040407,00:00:00,1.2848,1.2729,1.2963,1.2767
USDCHF,20040408,00:00:00,1.2767,1.2711,1.2860,1.2822
USDCHF,20040409,00:00:00,1.2823,1.2794,1.2842,1.2814
USDCHF,20040412,00:00:00,1.2818,1.2803,1.2870,1.2818
USDCHF,20040413,00:00:00,1.2818,1.2816,1.3045,1.3004
USDCHF,20040414,00:00:00,1.3003,1.2964,1.3046,1.2981
USDCHF,20040415,00:00:00,1.2987,1.2888,1.3054,1.2954
USDCHF,20040416,00:00:00,1.2954,1.2879,1.3026,1.2950
USDCHF,20040419,00:00:00,1.2906,1.2827,1.2931,1.2911
USDCHF,20040420,00:00:00,1.2912,1.2910,1.3142,1.3131
USDCHF,20040421,00:00:00,1.3135,1.3042,1.3173,1.3134
USDCHF,20040422,00:00:00,1.3134,1.3070,1.3190,1.3080
USDCHF,20040423,00:00:00,1.3079,1.3053,1.3204,1.3156
USDCHF,20040426,00:00:00,1.3183,1.3041,1.3224,1.3076
USDCHF,20040427,00:00:00,1.3076,1.2954,1.3106,1.2984
USDCHF,20040428,00:00:00,1.2984,1.2952,1.3097,1.3055
USDCHF,20040429,00:00:00,1.3056,1.2888,1.3096,1.2917
USDCHF,20040430,00:00:00,1.2916,1.2883,1.3008,1.2952
USDCHF,20040503,00:00:00,1.2939,1.2931,1.3028,1.3007
USDCHF,20040504,00:00:00,1.3006,1.2793,1.3020,1.2809
USDCHF,20040505,00:00:00,1.2809,1.2699,1.2815,1.2752
USDCHF,20040506,00:00:00,1.2749,1.2736,1.2860,1.2849
USDCHF,20040507,00:00:00,1.2850,1.2770,1.3028,1.3012
USDCHF,20040510,00:00:00,1.3018,1.2966,1.3072,1.3007
USDCHF,20040511,00:00:00,1.3006,1.2953,1.3082,1.2969
USDCHF,20040512,00:00:00,1.2968,1.2875,1.3006,1.2933
USDCHF,20040513,00:00:00,1.2932,1.2897,1.3083,1.3032
USDCHF,20040514,00:00:00,1.3032,1.2933,1.3061,1.2960
USDCHF,20040517,00:00:00,1.2958,1.2697,1.2966,1.2753
USDCHF,20040518,00:00:00,1.2753,1.2743,1.2847,1.2830
USDCHF,20040519,00:00:00,1.2831,1.2749,1.2849,1.2767
USDCHF,20040520,00:00:00,1.2767,1.2767,1.2914,1.2845
USDCHF,20040521,00:00:00,1.2846,1.2718,1.2865,1.2813
USDCHF,20040524,00:00:00,1.2816,1.2761,1.2869,1.2787
USDCHF,20040525,00:00:00,1.2786,1.2661,1.2807,1.2721
USDCHF,20040526,00:00:00,1.2720,1.2651,1.2739,1.2710
USDCHF,20040527,00:00:00,1.2711,1.2433,1.2734,1.2445
USDCHF,20040528,00:00:00,1.2447,1.2427,1.2547,1.2526
USDCHF,20040531,00:00:00,1.2489,1.2486,1.2549,1.2536
USDCHF,20040601,00:00:00,1.2536,1.2452,1.2567,1.2465
USDCHF,20040602,00:00:00,1.2465,1.2408,1.2512,1.2502
USDCHF,20040603,00:00:00,1.2502,1.2453,1.2534,1.2502
